week_of_outbreak,state_ut,district,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Disease_Clean,date,Cases_lag1,Cases_lag2,Cases_lag4,Cases_MA_3w,Cases_SD_3w,Cases_WoW_change,Cases_EMA_3w,Weekly_Avg_Cases,Seasonality_Index,Cases_trend_4w,ALOS,Severity_Rate,Bed_Days,ICU_Required
12,Tamil Nadu,Dindigul,34,0.0,21,3,2017,10.3303299,78.06739791,0.1183955565,10.0,309.41,Dengue,2017-03-20,92.0,28.0,6.0,51.333333333333336,35.345909711497505,-0.6304347826086957,44.71875,32.0,1.0625,13.000000000000005,5.0,0.1,170.0,3.0
23,Tamil Nadu,Dindigul,17,0.0,8,6,2018,10.3303299,78.06739791,0.6313222635,12.0,310.72,Dengue,2018-06-04,34.0,92.0,12.0,47.666666666666664,39.32344508474981,-0.5,30.859375,72.14285714285714,0.23564356435643566,-9.09999999999999,5.0,0.1,85.0,2.0
43,Tamil Nadu,Dindigul,5,0.0,25,10,2021,10.3303299,78.06739791,0.6264433056,11.0,302.435,Dengue,2021-10-25,17.0,34.0,28.0,18.666666666666668,14.571661996262927,-0.7058823529411764,17.9296875,12.0,0.4166666666666667,-27.800000000000004,5.0,0.1,25.0,0.0
44,Tamil Nadu,Dindigul,23,0.0,9,10,2012,10.3303299,78.06739791,0.176139476,13.0,308.06333340000003,Dengue And Chikungunya,2012-10-29,,,,23.0,,,23.0,23.0,1.0,,,,,
35,Tamil Nadu,Dindigul,38,2.0,9,7,2015,10.3303299,78.06739791,0.04472962968,12.0,308.43333340000004,Dengue And Chikungunya,2015-08-31,23.0,,,30.5,10.606601717798213,0.6521739130434783,30.5,38.0,1.0,14.999999999999991,,,,
41,Tamil Nadu,Dindigul,23,0.0,10,9,2012,10.3303299,78.06739791,0.2779618353,11.0,310.0933334,Dengue/Chikungunya,2012-10-08,,,,23.0,,,23.0,23.0,1.0,,5.0,0.1,115.0,2.0
19,Tamil Nadu,Dindigul - Palani,19,0.0,8,5,2019,10.4485636,77.5314268,0.1533088396,8.0,304.925,Acute Diarrhoeal Disease,2019-05-13,,,,19.0,,,19.0,31.0,0.6129032258064516,,2.0,0.02,38.0,0.0
23,Tamil Nadu,Dindigul-Palani,57,0.0,7,6,2020,10.4485636,77.5314268,0.573766176,14.0,305.2,Dengue,2020-06-08,,,,57.0,,,57.0,72.14285714285714,0.7900990099009901,,5.0,0.1,285.0,6.0
30,Tamil Nadu,Erode,15,0.0,14,7,2010,11.3692044,77.67662687,0.3839312901,10.0,302.15000000000003,Acute Diarrhoeal Disease,2010-07-26,,,,15.0,,,15.0,55.888888888888886,0.26838966202783304,,2.0,0.02,30.0,0.0
17,Tamil Nadu,Erode,50,0.0,20,4,2012,11.3692044,77.67662687,0.005433380723,7.0,313.892,Acute Diarrhoeal Disease,2012-04-23,15.0,,,32.5,24.748737341529164,2.3333333333333335,32.5,25.125,1.9900497512437811,34.99999999999999,2.0,0.02,100.0,1.0
30,Tamil Nadu,Erode,25,0.0,25,7,2011,11.3692044,77.67662687,0.3980800576,4.0,309.42,Chikungunya,2011-07-25,,,,25.0,,,25.0,39.0,0.6410256410256411,,4.0,0.08,100.0,2.0
47,Tamil Nadu,Erode,7,0.0,8,11,2014,11.3692044,77.67662687,0.07031989907,8.0,297.41,Chikungunya,2014-11-24,25.0,,,16.0,12.727922061357855,-0.72,16.0,7.5,0.9333333333333333,-17.999999999999996,4.0,0.08,28.0,1.0
8,Tamil Nadu,Erode,22,0.0,17,2,2019,11.3692044,77.67662687,0.004181771232,8.0,309.376,Chikungunya,2019-02-25,7.0,25.0,,18.0,9.643650760992955,2.142857142857143,19.0,37.5,0.5866666666666667,-1.5000000000000067,4.0,0.08,88.0,2.0
10,Tamil Nadu,Erode,31,0.0,3,3,2019,11.3692044,77.67662687,0.02002703379,5.0,311.68,Chikungunya,2019-03-11,22.0,7.0,,20.0,12.12435565298214,0.40909090909090917,25.0,28.375,1.092511013215859,3.299999999999998,4.0,0.08,124.0,2.0
2,Tamil Nadu,Erode,15,0.0,3,1,2011,11.3692044,77.67662687,0.05608280949,10.0,300.428,Dengue,2011-01-10,,,,15.0,,,15.0,34.77777777777778,0.43130990415335463,,5.0,0.1,75.0,2.0
51,Tamil Nadu,Erode,14,1.0,18,12,2011,11.3692044,77.67662687,0.01396388131,8.0,302.42,Dengue,2011-12-19,15.0,,,14.5,0.7071067811865476,-0.06666666666666665,14.5,15.4,0.9090909090909091,-1.000000000000001,5.0,0.1,70.0,1.0
48,Tamil Nadu,Erode,20,0.0,11,10,2012,11.3692044,77.67662687,0.3620120551,15.0,303.945,Dengue,2012-11-26,14.0,15.0,,16.333333333333332,3.214550253664319,0.4285714285714286,17.25,20.0,1.0,2.5000000000000013,5.0,0.1,100.0,2.0
28,Tamil Nadu,Erode,19,0.0,5,7,2019,11.3692044,77.67662687,0.06368053727,8.0,309.90500000000003,Dengue,2019-07-15,20.0,14.0,,17.666666666666668,3.214550253664319,-0.050000000000000044,18.125,41.0,0.4634146341463415,1.8000000000000003,5.0,0.1,95.0,2.0
52,Tamil Nadu,Kallakurichi,21,0.0,21,12,2020,11.7406259,78.9637131,0.489202687,10.0,299.3,Acute Diarrhoeal Disease,2020-12-28,,,,21.0,,,21.0,14.666666666666666,1.4318181818181819,,2.0,0.02,42.0,0.0
47,Tamil Nadu,Kallakurichi,19,0.0,22,11,2021,11.7406259,78.9637131,1.221413876,13.0,299.13,Acute Diarrhoeal Disease,2021-11-22,21.0,,,20.0,1.4142135623730951,-0.09523809523809523,20.0,25.0,0.76,-2.000000000000001,2.0,0.02,38.0,0.0
51,Tamil Nadu,Kallakurichi,19,0.0,20,12,2021,11.7406259,78.9637131,0.0474376868,12.0,300.584,Acute Diarrhoeal Disease,2021-12-20,19.0,21.0,,19.666666666666668,1.1547005383792517,0.0,19.5,22.571428571428573,0.8417721518987341,-1.0,2.0,0.02,38.0,0.0
15,Tamil Nadu,Kallakurichi,14,0.0,17,4,2022,11.7406259,78.9637131,0.3512801639,10.0,312.57,Acute Diarrhoeal Disease,2022-04-11,19.0,19.0,,17.333333333333332,2.8867513459481287,-0.26315789473684215,16.75,15.285714285714286,0.9158878504672897,-2.0999999999999983,2.0,0.02,28.0,0.0
22,Tamil Nadu,Kallakurichi,40,0.0,30,5,2022,11.7406259,78.9637131,0.2016062298,12.0,306.932,Acute Diarrhoeal Disease,2022-05-30,14.0,19.0,21.0,24.333333333333332,13.796134724383252,1.8571428571428572,28.375,31.375,1.2749003984063745,5.799999999999999,2.0,0.02,80.0,1.0
27,Tamil Nadu,Kancheepuram,15,0.0,24,6,2010,12.87960515,79.70427615,0.3288881967,10.0,308.82,Acute Diarrhoeal Disease,2010-07-05,,,,15.0,,,15.0,27.4,0.5474452554744526,,2.0,0.02,30.0,0.0
11,Tamil Nadu,Kancheepuram,40,0.0,16,3,2011,12.87960515,79.70427615,0.0006368193414,9.0,308.59200000000004,Acute Diarrhoeal Disease,2011-03-14,15.0,,,27.5,17.67766952966369,1.6666666666666665,27.5,103.2,0.38759689922480617,24.99999999999999,2.0,0.02,80.0,1.0
20,Tamil Nadu,Kancheepuram,12,0.0,16,5,2011,12.87960515,79.70427615,0.023009611,9.5,311.176,Acute Diarrhoeal Disease,2011-05-16,40.0,15.0,,22.333333333333332,15.37313674346694,-0.7,19.75,25.25,0.4752475247524752,-1.499999999999994,2.0,0.02,24.0,0.0
19,Tamil Nadu,Kancheepuram,29,1.0,6,5,2012,12.87960515,79.70427615,0.04848823026,5.0,309.53000000000003,Acute Diarrhoeal Disease,2012-05-07,12.0,40.0,,27.0,14.106735979665885,1.4166666666666665,24.375,31.0,0.9354838709677419,1.4000000000000017,2.0,0.02,58.0,1.0
26,Tamil Nadu,Kancheepuram,11,0.0,27,6,2013,12.87960515,79.70427615,0.05041929388,8.0,312.12,Acute Diarrhoeal Disease,2013-07-01,29.0,12.0,15.0,17.333333333333332,10.115993936995679,-0.6206896551724138,17.6875,32.857142857142854,0.3347826086956522,-7.000000000000002,2.0,0.02,22.0,0.0
25,Tamil Nadu,Kancheepuram,30,0.0,20,6,2014,12.87960515,79.70427615,0.03716732033,7.0,310.9533334,Acute Diarrhoeal Disease,2014-06-23,11.0,29.0,40.0,23.333333333333332,10.692676621563628,1.727272727272727,23.84375,28.916666666666668,1.037463976945245,3.6000000000000005,2.0,0.02,60.0,1.0
3,Tamil Nadu,Kancheepuram,17,0.0,16,1,2013,12.87960515,79.70427615,0.0001887218324,9.5,302.4666666,Chikungunya,2013-01-21,,,,17.0,,,17.0,29.333333333333332,0.5795454545454546,,4.0,0.08,68.0,1.0
32,Tamil Nadu,Kancheepuram,27,0.0,7,8,2014,12.87960515,79.70427615,0.07119123644,8.0,307.875,Chikungunya,2014-08-11,17.0,,,22.0,7.0710678118654755,0.588235294117647,22.0,29.6,0.9121621621621622,9.999999999999996,4.0,0.08,108.0,2.0
46,Tamil Nadu,Kancheepuram,13,0.0,19,11,2011,12.87960515,79.70427615,0.05622662403,11.0,303.59200000000004,Cholera,2011-11-14,,,,13.0,,,13.0,13.0,1.0,,3.0,0.05,39.0,1.0
39,Tamil Nadu,Kancheepuram,7,0.0,2,10,2011,12.87960515,79.70427615,0.04191558474,13.0,306.436,Dengue,2011-09-26,,,,7.0,,,7.0,34.93333333333333,0.200381679389313,,5.0,0.1,35.0,1.0
41,Tamil Nadu,Kancheepuram,49,0.0,12,10,2011,12.87960515,79.70427615,0.3389645511,14.0,305.18,Dengue,2011-10-10,7.0,,,28.0,29.698484809834994,6.0,28.0,32.42857142857143,1.5110132158590308,41.99999999999999,5.0,0.1,245.0,5.0
36,Tamil Nadu,Kancheepuram,42,0.0,30,8,2014,12.87960515,79.70427615,0.1573792313,6.0,307.875,Dengue,2014-09-08,49.0,7.0,,32.666666666666664,22.50185177565023,-0.1428571428571429,35.0,37.6,1.1170212765957446,17.5,5.0,0.1,210.0,4.0
40,Tamil Nadu,Kancheepuram,31,0.0,4,10,2014,12.87960515,79.70427615,0.1684029954,14.0,303.54,Dengue,2014-10-06,42.0,49.0,,40.666666666666664,9.073771725877469,-0.26190476190476186,33.0,23.375,1.3262032085561497,6.500000000000005,5.0,0.1,155.0,3.0
27,Tamil Nadu,Kancheepuram,9,0.0,2,7,2015,12.87960515,79.70427615,0.03157146974,10.0,309.11333340000004,Dengue,2015-07-06,31.0,42.0,7.0,27.333333333333332,16.802777548171413,-0.7096774193548387,21.0,9.8,0.9183673469387754,-13.099999999999996,5.0,0.1,45.0,1.0
33,Tamil Nadu,Kancheepuram,33,1.0,11,8,2015,12.87960515,79.70427615,0.1904723822,9.0,306.68,Dengue,2015-08-17,9.0,31.0,49.0,24.333333333333332,13.316656236958787,2.6666666666666665,27.0,25.0,1.32,-4.900000000000002,5.0,0.1,165.0,3.0
37,Tamil Nadu,Kancheepuram,17,0.0,11,9,2015,12.87960515,79.70427615,0.7056521456,10.0,308.5,Dengue,2015-09-14,33.0,9.0,42.0,19.666666666666668,12.220201853215576,-0.48484848484848486,22.0,24.0,0.7083333333333334,-1.7999999999999998,5.0,0.1,85.0,2.0
34,Tamil Nadu,Kancheepuram,38,0.0,22,8,2016,12.87960515,79.70427615,0.001497096309,9.0,307.25,Dengue,2016-08-22,17.0,33.0,31.0,29.333333333333332,10.969655114602892,1.2352941176470589,30.0,42.75,0.8888888888888888,7.100000000000003,5.0,0.1,190.0,4.0
41,Tamil Nadu,Kancheepuram,16,0.0,10,10,2014,12.87960515,79.70427615,0.736985229,12.0,304.685,Dengue And Chikungunya,2014-10-13,,,,16.0,,,16.0,16.0,1.0,,,,,
19,Tamil Nadu,Kanyakumari,27,0.0,5,5,2012,8.079252,77.5499338,0.08665667543,8.0,308.51,Chikungunya,2012-05-07,,,,27.0,,,27.0,39.0,0.6923076923076923,,4.0,0.08,108.0,2.0
19,Tamil Nadu,Kanyakumari,53,0.0,10,5,2012,8.079252,77.5499338,0.08665667543,8.0,308.51,Chikungunya,2012-05-07,27.0,,,40.0,18.384776310850235,0.962962962962963,40.0,39.0,1.358974358974359,25.999999999999993,4.0,0.08,212.0,4.0
51,Tamil Nadu,Kanyakumari,17,1.0,19,12,2013,8.079252,77.5499338,0.08665667543,8.0,308.51,Dengue,2013-12-23,,,,17.0,,,17.0,15.4,1.103896103896104,,5.0,0.1,85.0,2.0
2,Tamil Nadu,Karur,28,0.0,8,1,2011,10.9301522,78.08485455,0.06905559809,6.0,300.47200000000004,Acute Diarrhoeal Disease,2011-01-10,,,,28.0,,,28.0,31.4,0.89171974522293,,2.0,0.02,56.0,1.0
40,Tamil Nadu,Karur,13,0.0,6,10,2011,10.9301522,78.08485455,0.1310474115,10.0,306.16400000000004,Acute Diarrhoeal Disease,2011-10-03,28.0,,,20.5,10.606601717798213,-0.5357142857142857,20.5,20.4,0.6372549019607844,-14.999999999999998,2.0,0.02,26.0,0.0
32,Tamil Nadu,Karur,42,0.0,8,8,2009,10.9301522,78.08485455,0.01174368439,4.0,309.79,Chikungunya,2009-08-10,,,,42.0,,,42.0,29.6,1.4189189189189189,,4.0,0.08,168.0,3.0
38,Tamil Nadu,Karur,26,0.0,19,9,2009,10.9301522,78.08485455,0.5334647889,7.0,306.65000000000003,Chikungunya,2009-09-21,42.0,,,34.0,11.313708498984761,-0.38095238095238093,34.0,31.666666666666668,0.8210526315789474,-16.000000000000004,4.0,0.08,104.0,2.0
45,Tamil Nadu,Karur,17,0.0,5,11,2009,10.9301522,78.08485455,0.1796470802,5.0,304.52,Chikungunya,2009-11-09,26.0,42.0,,28.333333333333332,12.662279942148386,-0.34615384615384615,25.5,14.5,1.1724137931034482,-12.5,4.0,0.08,68.0,1.0
7,Tamil Nadu,Karur,48,0.0,11,2,2013,10.9301522,78.08485455,0.006638077823,5.0,310.565,Chikungunya,2013-02-18,17.0,26.0,,30.333333333333332,15.947831618540913,1.823529411764706,36.75,43.5,1.103448275862069,0.8999999999999974,4.0,0.08,192.0,4.0
8,Tamil Nadu,Karur,27,0.0,16,1,2013,10.9301522,78.08485455,8.73e-05,6.0,307.25,Chikungunya,2013-02-25,48.0,17.0,42.0,30.666666666666668,15.821925715074423,-0.4375,31.875,37.5,0.72,3.4000000000000004,4.0,0.08,108.0,2.0
8,Tamil Nadu,Karur,128,0.0,30,1,2013,10.9301522,78.08485455,0.0001513654507,6.0,309.86,Chikungunya,2013-02-25,27.0,48.0,26.0,67.66666666666667,53.29477773040556,3.7407407407407405,79.9375,37.5,3.4133333333333336,31.2,4.0,0.08,512.0,10.0
8,Tamil Nadu,Karur,12,0.0,23,2,2019,10.9301522,78.08485455,0.006853667065,5.0,311.98400000000004,Chikungunya,2019-02-25,128.0,27.0,17.0,55.666666666666664,63.08988297130795,-0.90625,45.96875,37.5,0.32,-0.6999999999999967,4.0,0.08,48.0,1.0
17,Tamil Nadu,Karur,4,0.0,24,4,2011,10.9301522,78.08485455,1.121350154,6.0,313.2333334,Dengue,2011-04-25,,,,4.0,,,4.0,4.0,1.0,,5.0,0.1,20.0,0.0
38,Tamil Nadu,Karur,17,0.0,13,9,2012,10.9301522,78.08485455,0.112516274,6.0,312.62,Dengue,2012-09-17,4.0,,,10.5,9.192388155425117,3.25,10.5,22.166666666666668,0.7669172932330827,12.999999999999996,5.0,0.1,85.0,2.0
3,Tamil Nadu,Karur,56,0.0,13,1,2013,10.9301522,78.08485455,0.0003342937269,7.0,305.92,Dengue,2013-01-21,17.0,4.0,,25.666666666666668,27.061657993059725,2.2941176470588234,33.25,36.666666666666664,1.5272727272727273,25.999999999999993,5.0,0.1,280.0,6.0
2,Tamil Nadu,Karur,16,0.0,3,1,2015,10.9301522,78.08485455,0.5549979658,11.0,302.40000000000003,Dengue,2015-01-12,56.0,17.0,,29.666666666666668,22.810816147900834,-0.7142857142857143,24.625,34.77777777777778,0.46006389776357826,7.500000000000003,5.0,0.1,80.0,2.0
17,Tamil Nadu,Krishnagiri,35,1.0,26,4,2010,12.5188835,78.2206536,0.04607911174,7.0,309.46,Acute Diarrhoeal Disease,2010-04-26,,,,35.0,,,35.0,25.125,1.3930348258706469,,2.0,0.02,70.0,1.0
19,Tamil Nadu,Krishnagiri,24,0.0,4,5,2010,12.5188835,78.2206536,0.1981429391,9.0,309.585,Acute Diarrhoeal Disease,2010-05-10,35.0,,,29.5,7.7781745930520225,-0.3142857142857143,29.5,31.0,0.7741935483870968,-11.000000000000004,2.0,0.02,48.0,0.0
17,Tamil Nadu,Krishnagiri,11,0.0,14,4,2012,12.5188835,78.2206536,0.003494631922,10.0,313.42400000000004,Acute Diarrhoeal Disease,2012-04-23,24.0,35.0,,23.333333333333332,12.013880860626733,-0.5416666666666667,20.25,25.125,0.43781094527363185,-12.0,2.0,0.02,22.0,0.0
22,Tamil Nadu,Krishnagiri,16,0.0,26,5,2012,12.5188835,78.2206536,0.04345799764,11.0,304.185,Acute Diarrhoeal Disease,2012-05-28,11.0,24.0,,17.0,6.557438524301999,0.4545454545454546,18.125,31.375,0.5099601593625498,-6.999999999999999,2.0,0.02,32.0,0.0
22,Tamil Nadu,Krishnagiri,94,0.0,27,5,2012,12.5188835,78.2206536,0.0468973269,11.0,302.6866666,Acute Diarrhoeal Disease,2012-05-28,16.0,11.0,35.0,40.333333333333336,46.54388610046795,4.875,56.0625,31.375,2.99601593625498,21.499999999999996,2.0,0.02,188.0,2.0
16,Tamil Nadu,Krishnagiri,26,0.0,16,4,2013,12.5188835,78.2206536,0.003534351908,7.0,312.408,Acute Diarrhoeal Disease,2013-04-22,94.0,16.0,24.0,45.333333333333336,42.44211744639202,-0.7234042553191489,41.03125,19.666666666666668,1.3220338983050848,12.300000000000004,2.0,0.02,52.0,1.0
40,Tamil Nadu,Krishnagiri,13,1.0,29,9,2013,12.5188835,78.2206536,0.002749145822,10.0,305.732,Acute Diarrhoeal Disease,2013-10-07,26.0,94.0,11.0,44.333333333333336,43.50095784386056,-0.5,27.015625,20.4,0.6372549019607844,-7.699999999999989,2.0,0.02,26.0,0.0
21,Tamil Nadu,Krishnagiri,19,0.0,25,5,2014,12.5188835,78.2206536,0.1968196772,10.0,306.79200000000003,Acute Diarrhoeal Disease,2014-05-26,13.0,26.0,16.0,19.333333333333332,6.506407098647712,0.46153846153846145,23.0078125,28.555555555555557,0.6653696498054474,-23.799999999999997,2.0,0.02,38.0,0.0
32,Tamil Nadu,Krishnagiri,11,0.0,9,8,2014,12.5188835,78.2206536,0.08581389102,6.0,308.56,Acute Diarrhoeal Disease,2014-08-11,19.0,13.0,94.0,14.333333333333334,4.163331998932256,-0.42105263157894735,17.00390625,19.666666666666668,0.559322033898305,-3.8999999999999986,2.0,0.02,22.0,0.0
34,Tamil Nadu,Krishnagiri,17,0.0,17,8,2015,12.5188835,78.2206536,0.2335807501,10.0,310.96,Acute Diarrhoeal Disease,2015-08-24,11.0,19.0,26.0,15.666666666666666,4.163331998932258,0.5454545454545454,17.001953125,83.5,0.20359281437125748,0.4000000000000017,2.0,0.02,34.0,0.0
18,Tamil Nadu,Krishnagiri,32,0.0,1,5,2017,12.5188835,78.2206536,0.01496514999,10.0,312.2866666,Acute Diarrhoeal Disease,2017-05-01,17.0,11.0,13.0,20.0,10.816653826391967,0.8823529411764706,24.5009765625,21.272727272727273,1.5042735042735043,4.499999999999997,2.0,0.02,64.0,1.0
27,Tamil Nadu,Krishnagiri,5,0.0,30,6,2009,12.5188835,78.2206536,0.1711496253,11.0,308.955,Chikungunya,2009-07-06,,,,5.0,,,5.0,23.625,0.21164021164021163,,4.0,0.08,20.0,0.0
51,Tamil Nadu,Krishnagiri,19,0.0,15,12,2013,12.5188835,78.2206536,0.03303856738,12.0,298.52500000000003,Cholera,2013-12-23,,,,19.0,,,19.0,10.0,1.9,,3.0,0.05,57.0,1.0
50,Tamil Nadu,Krishnagiri,11,0.0,11,12,2012,12.5188835,78.2206536,0.07234204857,12.0,301.336,Dengue,2012-12-10,,,,11.0,,,11.0,48.0,0.22916666666666666,,5.0,0.1,55.0,1.0
37,Tamil Nadu,Krishnagiri,10,0.0,11,9,2014,12.5188835,78.2206536,0.01780704353,10.0,308.56,Dengue,2014-09-15,11.0,,,10.5,0.7071067811865476,-0.09090909090909094,10.5,24.0,0.4166666666666667,-0.9999999999999998,5.0,0.1,50.0,1.0
27,Tamil Nadu,Krishnagiri,8,0.0,4,7,2015,12.5188835,78.2206536,0.0661046851,10.0,305.8466666,Dengue,2015-07-06,10.0,11.0,,9.666666666666666,1.5275252316519465,-0.19999999999999996,9.25,9.8,0.8163265306122448,-1.5000000000000007,5.0,0.1,40.0,1.0
5,Tamil Nadu,Madurai,10,0.0,29,1,2011,9.9261153,78.1140983,0.007762837172,8.0,302.52500000000003,Acute Diarrhoeal Disease,2011-01-31,,,,10.0,,,10.0,15.25,0.6557377049180327,,2.0,0.02,20.0,0.0
6,Tamil Nadu,Madurai,15,1.0,8,2,2011,9.9261153,78.1140983,0.002687165159,8.0,305.2133334,Acute Diarrhoeal Disease,2011-02-07,10.0,,,12.5,3.5355339059327378,0.5,12.5,21.75,0.6896551724137931,4.9999999999999964,2.0,0.02,30.0,0.0
22,Tamil Nadu,Madurai,9,0.0,24,5,2011,9.9261153,78.1140983,0.2091158931,7.0,313.58,Acute Diarrhoeal Disease,2011-05-30,15.0,10.0,,11.333333333333334,3.2145502536643185,-0.4,10.75,31.375,0.2868525896414343,-0.499999999999999,2.0,0.02,18.0,0.0
30,Tamil Nadu,Madurai,61,0.0,19,7,2012,9.9261153,78.1140983,0.1028386753,7.0,311.04,Acute Diarrhoeal Disease,2012-07-23,9.0,15.0,,28.333333333333332,28.448784391135828,5.777777777777778,35.875,55.888888888888886,1.091451292246521,14.7,2.0,0.02,122.0,1.0
4,Tamil Nadu,Madurai,17,0.0,21,1,2014,9.9261153,78.1140983,0.01199609522,7.0,303.56,Acute Diarrhoeal Disease,2014-01-27,61.0,9.0,10.0,29.0,28.000000000000004,-0.7213114754098361,26.4375,26.4,0.6439393939393939,5.800000000000002,2.0,0.02,34.0,0.0
4,Tamil Nadu,Madurai,28,0.0,23,1,2014,9.9261153,78.1140983,0.01167067731,7.0,304.845,Acute Diarrhoeal Disease,2014-01-27,17.0,61.0,15.0,35.333333333333336,22.898325994127465,0.6470588235294117,27.21875,26.4,1.0606060606060606,1.3000000000000065,2.0,0.02,56.0,1.0
31,Tamil Nadu,Madurai,20,0.0,29,7,2014,9.9261153,78.1140983,0.04261313763,5.0,316.39,Acute Diarrhoeal Disease,2014-08-04,28.0,17.0,9.0,21.666666666666668,5.6862407030773525,-0.2857142857142857,23.609375,16.333333333333332,1.2244897959183674,-11.2,2.0,0.02,40.0,0.0
33,Tamil Nadu,Madurai,11,0.0,16,8,2015,9.9261153,78.1140983,0.06073192508,8.0,314.98,Acute Diarrhoeal Disease,2015-08-17,20.0,28.0,61.0,19.666666666666668,8.5049005481154,-0.44999999999999996,17.3046875,39.25,0.2802547770700637,-2.5999999999999988,2.0,0.02,22.0,0.0
35,Tamil Nadu,Madurai,46,0.0,30,8,2015,9.9261153,78.1140983,0.02360255829,8.0,309.54,Acute Diarrhoeal Disease,2015-08-31,11.0,20.0,17.0,25.666666666666668,18.17507450695412,3.1818181818181817,31.65234375,24.6,1.8699186991869918,4.500000000000001,2.0,0.02,92.0,1.0
42,Tamil Nadu,Madurai,35,0.0,20,10,2016,9.9261153,78.1140983,0.1283348373,7.0,309.5266666,Acute Diarrhoeal Disease,2016-10-17,46.0,11.0,28.0,30.666666666666668,17.897858344878408,-0.23913043478260865,33.326171875,21.8,1.6055045871559632,8.000000000000002,2.0,0.02,70.0,1.0
27,Tamil Nadu,Madurai,33,0.0,5,7,2017,9.9261153,78.1140983,0.1377638188,5.0,316.84000000000003,Acute Diarrhoeal Disease,2017-07-03,35.0,46.0,20.0,38.0,7.000000000000016,-0.05714285714285716,33.1630859375,27.4,1.2043795620437956,5.5000000000000036,2.0,0.02,66.0,1.0
7,Tamil Nadu,Madurai,41,0.0,14,2,2019,9.9261153,78.1140983,0.1070984761,5.0,307.46500000000003,Acute Diarrhoeal Disease,2019-02-18,33.0,35.0,11.0,36.333333333333336,4.163331998932292,0.24242424242424243,37.08154296875,36.0,1.1388888888888888,-1.7000000000000008,2.0,0.02,82.0,1.0
42,Tamil Nadu,Madurai,21,0.0,18,10,2021,9.9261153,78.1140983,0.2064460402,9.0,310.44,Acute Diarrhoeal Disease,2021-10-18,41.0,33.0,46.0,31.666666666666668,10.066445913694343,-0.4878048780487805,29.040771484375,21.8,0.963302752293578,-3.399999999999998,2.0,0.02,42.0,0.0
42,Tamil Nadu,Madurai,22,0.0,11,10,2014,9.9261153,78.1140983,0.4587254372,8.0,309.7366666,Chikungunya,2014-10-20,,,,22.0,,,22.0,37.25,0.5906040268456376,,4.0,0.08,88.0,2.0
33,Tamil Nadu,Madurai,72,0.0,16,8,2017,9.9261153,78.1140983,0.3622124981,6.0,310.74,Chikungunya,2017-08-14,22.0,,,47.0,35.35533905932738,2.272727272727273,47.0,42.142857142857146,1.7084745762711864,49.999999999999986,4.0,0.08,288.0,6.0
10,Tamil Nadu,Madurai,49,0.0,5,3,2018,9.9261153,78.1140983,0.007711442964,7.0,315.2866666,Chikungunya,2018-03-05,72.0,22.0,,47.666666666666664,25.02665245959462,-0.3194444444444444,48.0,28.375,1.7268722466960353,13.500000000000007,4.0,0.08,196.0,4.0
19,Tamil Nadu,Madurai,26,0.0,8,5,2018,9.9261153,78.1140983,0.2308199901,7.0,314.46,Chikungunya,2018-05-07,49.0,72.0,,49.0,23.0,-0.4693877551020408,37.0,39.0,0.6666666666666666,-1.0999999999999952,4.0,0.08,104.0,2.0
23,Tamil Nadu,Madurai,30,0.0,3,6,2018,9.9261153,78.1140983,0.08342478546,7.0,309.44,Chikungunya,2018-06-04,26.0,49.0,22.0,35.0,12.288205727444508,0.15384615384615374,33.5,24.2,1.2396694214876034,-14.9,4.0,0.08,120.0,2.0
27,Tamil Nadu,Madurai,20,0.0,5,7,2018,9.9261153,78.1140983,0.320263401,6.0,311.128,Chikungunya,2018-07-02,30.0,26.0,72.0,25.333333333333332,5.033222956847166,-0.33333333333333337,26.75,23.625,0.8465608465608465,-8.300000000000002,4.0,0.08,80.0,2.0
29,Tamil Nadu,Madurai,64,0.0,13,7,2018,9.9261153,78.1140983,0.01738082414,7.0,310.38,Chikungunya,2018-07-16,20.0,30.0,49.0,38.0,23.065125189341593,2.2,45.375,42.2,1.5165876777251184,10.4,4.0,0.08,256.0,5.0
31,Tamil Nadu,Madurai,120,0.0,2,8,2018,9.9261153,78.1140983,0.136954351,5.0,311.7,Chikungunya,2018-07-30,64.0,20.0,26.0,68.0,50.11985634456667,0.875,82.6875,77.5,1.5483870967741935,31.399999999999995,4.0,0.08,480.0,10.0
13,Tamil Nadu,Madurai,39,0.0,27,3,2019,9.9261153,78.1140983,0.006165418869,5.0,316.66400000000004,Chikungunya,2019-04-01,120.0,64.0,30.0,74.33333333333333,41.47690120215508,-0.675,60.84375,22.75,1.7142857142857142,11.300000000000004,4.0,0.08,156.0,3.0
22,Tamil Nadu,Madurai,79,0.0,27,5,2019,9.9261153,78.1140983,0.03958777948,5.0,314.96500000000003,Chikungunya,2019-06-03,39.0,120.0,20.0,79.33333333333333,40.5010287935175,1.0256410256410255,69.921875,55.0,1.4363636363636363,-3.6000000000000005,4.0,0.08,316.0,6.0
33,Tamil Nadu,Madurai,32,0.0,7,8,2019,9.9261153,78.1140983,0.004243494,4.0,316.54,Chikungunya,2019-08-19,79.0,39.0,64.0,50.0,25.35744466621192,-0.5949367088607596,50.9609375,42.142857142857146,0.759322033898305,-22.399999999999995,4.0,0.08,128.0,3.0
